,station,date,tmax,tmin,tavg,dewpoint,wetbulb,codesum,preciptotal,year,month,week,humidity
1459,2,2010-10-25,72,57,65.0,56,60,BR,0.01,2010,10,43,72.6213654891301
1460,1,2010-10-26,70,54,62.0,47,53,RA BR,0.24,2010,10,43,57.853595808149635
1461,2,2010-10-26,71,54,63.0,47,54,RA BR,0.4,2010,10,43,55.85035151680261
1462,1,2010-10-27,65,43,54.0,32,44, ,0.0,2010,10,43,42.975664512842734
1463,2,2010-10-27,65,43,54.0,31,45, ,0.0,2010,10,43,41.273760980263006
1464,1,2010-10-28,46,39,43.0,31,38, ,0.005,2010,10,43,62.312177135863045
1465,2,2010-10-28,46,39,43.0,30,38, ,0.0,2010,10,43,59.83343372765629
1466,1,2010-10-29,50,31,41.0,27,36, ,0.0,2010,10,43,57.153274590444035
1467,2,2010-10-29,50,33,42.0,26,36, ,0.0,2010,10,43,52.760780966356116
1468,1,2010-10-30,63,42,53.0,32,42, ,0.0,2010,10,43,44.57917647566113
1469,2,2010-10-30,63,41,52.0,32,42, ,0.0,2010,10,43,46.24991193094
1470,1,2010-10-31,52,36,44.0,30,38, ,0.0,2010,10,43,57.58630607244758
1471,2,2010-10-31,52,39,46.0,31,40, ,0.0,2010,10,43,55.58010256525324
1472,1,2011-05-01,63,47,55.0,37,47, ,0.0,2011,5,17,50.5751675874962
1473,2,2011-05-01,64,52,58.0,37,48, ,0.0,2011,5,17,45.37590925769067
1474,1,2011-05-02,59,42,51.0,31,42, ,0.0,2011,5,18,46.090466779188866
1475,2,2011-05-02,60,43,52.0,31,42, ,0.0,2011,5,18,44.4183430793811
1476,1,2011-05-03,50,37,44.0,31,38,RA,0.005,2011,5,18,59.97195683134892
1477,2,2011-05-03,51,38,45.0,30,38,DZ,0.005,2011,5,18,55.43297539886293
1478,1,2011-05-04,59,37,48.0,29,40, ,0.0,2011,5,18,47.51626384056043
1479,2,2011-05-04,57,37,47.0,29,40, ,0.0,2011,5,18,49.337280435516185
1480,1,2011-05-05,63,35,49.0,40,46,RA BR,0.06,2011,5,18,70.96203478298281
1481,2,2011-05-05,62,41,52.0,39,46,RA,0.1,2011,5,18,61.058190785103065
1482,1,2011-05-06,68,44,56.0,39,48,RA,0.005,2011,5,18,52.75252146814352
1483,2,2011-05-06,69,45,57.0,39,49,BR,0.0,2011,5,18,50.87909442825337
1484,1,2011-05-07,60,43,52.0,44,48, ,0.005,2011,5,18,74.06518884199969
1485,2,2011-05-07,60,46,53.0,46,50, ,0.005,2011,5,18,77.03075270695896
1486,1,2011-05-08,68,39,54.0,43,49, ,0.0,2011,5,18,66.23707095046817
1487,2,2011-05-08,68,44,56.0,44,50, ,0.0,2011,5,18,63.99019384935577
1488,1,2011-05-09,73,47,60.0,45,53,RA,0.005,2011,5,19,57.57755086357302
1489,2,2011-05-09,74,51,63.0,46,55, ,0.005,2011,5,19,53.77999626270204
1490,1,2011-05-10,90,62,76.0,61,66, ,0.0,2011,5,19,59.72319979400966
1491,2,2011-05-10,91,64,78.0,60,66,HZ,0.0,2011,5,19,53.939550444765224
1492,1,2011-05-11,87,63,75.0,66,68,TS TSRA BR HZ,0.13,2011,5,19,73.59217615810955
1493,2,2011-05-11,88,67,78.0,65,69,BR HZ,0.28,2011,5,19,64.33267984899061
1494,1,2011-05-12,86,58,72.0,63,66,TS TSRA BR,0.29,2011,5,19,73.30604125769314
1495,2,2011-05-12,87,63,75.0,61,66,TS BR HZ,0.02,2011,5,19,61.74940279437605
1496,1,2011-05-13,77,47,62.0,54,56,RA BR,0.02,2011,5,19,75.0188691101976
1497,2,2011-05-13,77,47,62.0,54,57, ,0.01,2011,5,19,75.0188691101976
1498,1,2011-05-14,53,45,49.0,47,48,RA BR,0.31,2011,5,19,92.76964670887516
1499,2,2011-05-14,51,46,49.0,46,47,RA DZ BR,0.43,2011,5,19,89.33070460253964
1500,1,2011-05-15,46,41,44.0,36,41,RA BR,0.31,2011,5,19,73.26515715116284
1501,2,2011-05-15,48,42,45.0,38,42,RA BR,0.37,2011,5,19,76.30942873873944
1502,1,2011-05-16,52,37,45.0,30,40, ,0.0,2011,5,20,55.43297539886293
1503,2,2011-05-16,53,40,47.0,31,40, ,0.0,2011,5,20,53.51976535618837
1504,1,2011-05-17,60,40,50.0,33,43, ,0.0,2011,5,20,51.8498399585023
1505,2,2011-05-17,60,40,50.0,35,44, ,0.0,2011,5,20,56.1626043057132
1506,1,2011-05-18,57,49,53.0,48,49,RA DZ BR,0.07,2011,5,20,83.0619660084406
1507,2,2011-05-18,61,50,56.0,49,51,RA BR HZ,0.03,2011,5,20,77.29324525962961
1508,1,2011-05-19,72,49,61.0,53,56,BR HZ,0.0,2011,5,20,74.92573641260748
1509,2,2011-05-19,73,50,62.0,53,55,BR HZ VCFG,0.0,2011,5,20,72.32044209638802
1510,1,2011-05-20,73,50,62.0,54,57,BR,0.0,2011,5,20,75.0188691101976
1511,2,2011-05-20,72,50,61.0,53,56,BR,0.0,2011,5,20,74.92573641260748
1512,1,2011-05-21,75,50,63.0,59,62,BR,0.01,2011,5,20,86.77358018200452
1513,2,2011-05-21,76,51,64.0,59,62,HZ,0.005,2011,5,20,83.78150430151231
1514,1,2011-05-22,87,61,74.0,60,64,TSRA RA BR,0.58,2011,5,20,61.62357940507553
1515,2,2011-05-22,88,65,77.0,59,65,TSRA,0.12,2011,5,20,53.79912917163951
1516,1,2011-05-23,79,60,70.0,59,64, ,0.005,2011,5,21,68.08568039805756
1517,2,2011-05-23,80,65,73.0,59,64, ,0.005,2011,5,21,61.497214552500836
1518,1,2011-05-24,66,47,57.0,47,51, ,0.11,2011,5,21,69.15818623814671
1519,2,2011-05-24,69,48,59.0,47,53, ,0.01,2011,5,21,64.36331357961544
1520,1,2011-05-25,67,47,57.0,52,53,TSRA RA BR,2.24,2011,5,21,83.3288601808143
1521,2,2011-05-25,75,49,62.0,53,55,TSRA RA BR,1.9,2011,5,21,72.32044209638802
1522,1,2011-05-26,49,43,46.0,40,43,RA BR,1.06,2011,5,21,79.4374510967032
1523,2,2011-05-26,50,43,47.0,40,43,RA BR,0.61,2011,5,21,76.49272935755823
1524,1,2011-05-27,58,40,49.0,41,46,RA,0.005,2011,5,21,73.76914770505039
1525,2,2011-05-27,58,42,50.0,41,46,RA,0.01,2011,5,21,71.06976250052685
1526,1,2011-05-28,62,51,57.0,55,55,RA BR,0.12,2011,5,21,93.00883719986737
1527,2,2011-05-28,64,52,58.0,55,57,TSRA RA DZ BR HZ,0.23,2011,5,21,89.71974077829657
1528,1,2011-05-29,70,52,61.0,59,60,TS RA FG+ FG BR,1.88,2011,5,21,93.12406179437392
1529,2,2011-05-29,72,57,65.0,60,61,TSRA RA FG+ BR,0.92,2011,5,21,83.84471247176181
1530,1,2011-05-30,88,56,72.0,65,69, ,0.0,2011,5,22,78.62376240366078
1531,2,2011-05-30,90,65,78.0,65,70, ,0.0,2011,5,22,64.33267984899061
1532,1,2011-05-31,85,69,77.0,64,68,TS,0.08,2011,5,22,64.21361089200255
1533,2,2011-05-31,88,69,79.0,65,70,RA,0.005,2011,5,22,62.247329201951004
1534,1,2011-06-01,81,59,70.0,49,59, ,0.0,2011,6,22,47.23764887769495
1535,2,2011-06-01,82,63,73.0,49,59, ,0.0,2011,6,22,42.66659025809169
1536,1,2011-06-02,69,56,63.0,44,53,RA,0.02,2011,6,22,49.84159040609186
1537,2,2011-06-02,69,57,63.0,45,53,RA,0.005,2011,6,22,51.77772002333556
1538,1,2011-06-03,87,55,71.0,62,67, ,0.01,2011,6,22,73.20970168052929
1539,2,2011-06-03,88,57,73.0,61,67,RA,0.18,2011,6,22,66.03794268369873
1540,1,2011-06-04,92,64,78.0,64,68,TSRA,0.18,2011,6,22,62.123647934918836
1541,2,2011-06-04,91,67,79.0,64,69, ,0.5,2011,6,22,60.109903291890774
1542,1,2011-06-05,85,60,73.0,55,62, ,0.005,2011,6,22,53.23220547500601
1543,2,2011-06-05,84,63,74.0,55,62, ,0.01,2011,6,22,51.47113160447879
1544,1,2011-06-06,93,60,77.0,64,69, ,0.0,2011,6,23,64.21361089200255
1545,2,2011-06-06,94,62,78.0,63,69, ,0.0,2011,6,23,59.98153661250495
1546,1,2011-06-07,96,75,86.0,65,72, ,0.0,2011,6,23,49.610336285416835
1547,2,2011-06-07,96,77,87.0,64,72, ,0.0,2011,6,23,46.40314613193839
1548,1,2011-06-08,95,66,81.0,64,71,TSRA,0.17,2011,6,23,56.298962921134255
1549,2,2011-06-08,96,67,82.0,63,71,TSRA BR,0.69,2011,6,23,52.61694111508524
1550,1,2011-06-09,69,50,60.0,52,55,TSRA RA BR,0.93,2011,6,23,74.8321153850704
1551,2,2011-06-09,69,52,61.0,54,56,TSRA BR,2.17,2011,6,23,77.72137240852535
1552,1,2011-06-10,69,51,60.0,56,57,RA BR HZ,0.52,2011,6,23,86.6141266971228
1553,2,2011-06-10,71,51,61.0,56,58,TS TSRA BR HZ,0.44,2011,6,23,83.58971799889771
1554,1,2011-06-11,62,52,57.0,54,55,RA DZ FG+ FG BR,0.03,2011,6,23,89.67755329336606
1555,2,2011-06-11,65,53,59.0,54,56,TSRA RA DZ BR,0.1,2011,6,23,83.460032682145
1556,1,2011-06-12,64,50,57.0,45,52,BR,0.0,2011,6,23,64.11514175131302
1557,2,2011-06-12,64,51,58.0,45,52, ,0.0,2011,6,23,61.847820820834286
1558,1,2011-06-13,72,54,63.0,43,53, ,0.0,2011,6,24,47.96972029596404
1559,2,2011-06-13,71,56,64.0,43,53, ,0.0,2011,6,24,46.31565643470044
1560,1,2011-06-14,77,53,65.0,49,56, ,0.0,2011,6,24,56.13141013840536
1561,2,2011-06-14,77,58,68.0,49,57, ,0.0,2011,6,24,50.59013056579321
1562,1,2011-06-15,71,57,64.0,59,61,TSRA RA BR,0.8,2011,6,24,83.78150430151231
1563,2,2011-06-15,72,57,65.0,59,62,TSRA RA BR,0.84,2011,6,24,80.90464580213975
1564,1,2011-06-16,81,61,71.0,59,63,RA BR,0.04,2011,6,24,65.80525853476206
1565,2,2011-06-16,81,62,72.0,59,63,RA BR,0.03,2011,6,24,63.61027648899768
1566,1,2011-06-17,82,60,71.0,60,64, ,0.0,2011,6,24,68.19661499378506
1567,2,2011-06-17,82,64,73.0,60,65, ,0.0,2011,6,24,63.73201712765311
1568,1,2011-06-18,84,61,73.0,62,65, ,0.0,2011,6,24,68.41691426823859
1569,2,2011-06-18,83,63,73.0,62,66, ,0.0,2011,6,24,68.41691426823859
1570,1,2011-06-19,81,63,72.0,65,68, ,0.0,2011,6,24,78.62376240366078
1571,2,2011-06-19,83,65,74.0,65,69,BR,0.0,2011,6,24,73.49727560438572
1572,1,2011-06-20,79,65,72.0,67,69,TSRA RA BR,0.18,2011,6,25,84.27734383908673
1573,2,2011-06-20,80,69,75.0,67,69,TSRA BR,1.23,2011,6,25,76.18653608667044
1574,1,2011-06-21,89,66,78.0,70,72,RA BR SQ,0.45,2011,6,25,76.44504169240159
1575,2,2011-06-21,89,69,79.0,70,73,TSRA RA BR,0.08,2011,6,25,73.96706755032609
1576,1,2011-06-22,73,64,69.0,63,65,RA,0.02,2011,6,25,81.19433025594996
1577,2,2011-06-22,75,66,71.0,62,65, ,0.02,2011,6,25,73.20970168052929
1578,1,2011-06-23,71,62,67.0,59,62,RA BR,0.01,2011,6,25,75.47731524435642
1579,2,2011-06-23,72,63,68.0,60,63,RA BR,0.05,2011,6,25,75.56758222782685
1580,1,2011-06-24,68,60,64.0,56,59, ,0.0,2011,6,25,75.20368187494536
1581,2,2011-06-24,68,60,64.0,55,59, ,0.0,2011,6,25,72.52156515439835
1582,1,2011-06-25,79,58,69.0,53,60, ,0.0,2011,6,25,56.686850696229826
1583,2,2011-06-25,78,61,70.0,52,60,RA,0.005,2011,6,25,52.80147113979146
1584,1,2011-06-26,81,57,69.0,53,60, ,0.0,2011,6,25,56.686850696229826
1585,2,2011-06-26,80,64,72.0,53,61, ,0.0,2011,6,25,51.17954175873011
1586,1,2011-06-27,81,65,73.0,63,67,RA HZ,0.03,2011,6,26,70.87089690607739
1587,2,2011-06-27,80,67,74.0,64,67,RA BR,0.14,2011,6,26,70.97355316986994
1588,1,2011-06-28,81,63,72.0,54,61, ,0.0,2011,6,26,53.08915754692025
1589,2,2011-06-28,81,65,73.0,53,61, ,0.0,2011,6,26,49.47941486749692
1590,1,2011-06-29,81,59,70.0,56,62, ,0.0,2011,6,26,61.11484738287635
1591,2,2011-06-29,80,63,72.0,55,62, ,0.0,2011,6,26,55.06127932824511
1592,1,2011-06-30,88,60,74.0,62,67, ,0.005,2011,6,26,66.15348672574332
1593,2,2011-06-30,89,66,78.0,61,67,TS TSRA RA VCTS,0.03,2011,6,26,55.89116901040809
1594,1,2011-07-01,89,72,81.0,62,68, ,0.0,2011,7,26,52.47550009737232
1595,2,2011-07-01,89,70,80.0,63,68,TS RA,0.01,2011,7,26,56.1635566720445
1596,1,2011-07-02,94,71,83.0,70,74,BR,0.0,2011,7,26,64.92017381006355
1597,2,2011-07-02,93,73,83.0,71,74,BR,0.0,2011,7,26,67.16992386077122
1598,1,2011-07-03,84,69,77.0,57,65, ,0.0,2011,7,26,50.06913005585009
1599,2,2011-07-03,86,70,78.0,58,65, ,0.0,2011,7,26,50.21530537492329
1600,1,2011-07-04,89,65,77.0,55,64, ,0.0,2011,7,27,46.56871566103546
1601,2,2011-07-04,88,68,78.0,53,63,FU,0.0,2011,7,27,41.87686997066332
1602,1,2011-07-05,91,68,80.0,60,68, ,0.0,2011,7,27,50.506158550756396
1603,2,2011-07-05,92,67,80.0,59,68, ,0.0,2011,7,27,48.73512888188209
1604,1,2011-07-06,86,70,78.0,61,67, ,0.005,2011,7,27,55.89116901040809
1605,2,2011-07-06,87,71,79.0,60,67, ,0.0,2011,7,27,52.19109419072684
1606,1,2011-07-07,82,63,73.0,53,62,RA,0.005,2011,7,27,49.47941486749692
1607,2,2011-07-07,81,66,74.0,55,63,RA,0.07,2011,7,27,51.47113160447879
1608,1,2011-07-08,86,61,74.0,51,62, ,0.0,2011,7,27,44.44124230610644
1609,2,2011-07-08,86,65,76.0,52,63, ,0.0,2011,7,27,43.13156527720877
1610,1,2011-07-09,91,61,76.0,58,66, ,0.0,2011,7,27,53.65818551881196
1611,2,2011-07-09,90,67,79.0,60,68, ,0.0,2011,7,27,52.19109419072684
1612,1,2011-07-10,91,74,83.0,68,72,HZ,0.005,2011,7,27,60.6180759215565
1613,2,2011-07-10,91,75,83.0,67,72,HZ,0.005,2011,7,27,58.56241959730853
1614,1,2011-07-11,88,71,80.0,71,74,HZ,0.39,2011,7,28,74.05962679431985
1615,2,2011-07-11,90,70,80.0,70,74,TSRA BR,0.13,2011,7,28,71.5791170727178
1616,1,2011-07-12,87,70,79.0,63,69,RA,0.01,2011,7,28,58.03722873540538
1617,2,2011-07-12,88,71,80.0,64,69,RA,0.01,2011,7,28,58.16931706847186
1618,1,2011-07-13,74,63,69.0,57,62, ,0.0,2011,7,28,65.5704282115032
1619,2,2011-07-13,74,66,70.0,57,63, ,0.0,2011,7,28,63.365166672408776
1620,1,2011-07-14,82,59,71.0,56,63, ,0.0,2011,7,28,59.06790251386605
1621,2,2011-07-14,82,65,74.0,56,63, ,0.0,2011,7,28,53.3747251412142
1622,1,2011-07-15,87,70,79.0,60,66, ,0.005,2011,7,28,52.19109419072684
1623,2,2011-07-15,86,71,79.0,60,67, ,0.0,2011,7,28,52.19109419072684
1624,1,2011-07-16,89,71,80.0,61,68,RA,0.005,2011,7,28,52.333551547067955
1625,2,2011-07-16,90,74,82.0,60,68, ,0.0,2011,7,28,47.31679629785755
1626,1,2011-07-17,95,69,82.0,69,74, ,0.0,2011,7,28,64.80371344799588
1627,2,2011-07-17,95,74,85.0,69,74, ,0.0,2011,7,28,58.82187232391776
1628,1,2011-07-18,92,80,86.0,75,78,RA HZ,0.01,2011,7,29,69.7992827327861
1629,2,2011-07-18,93,81,87.0,74,77,HZ,0.005,2011,7,29,65.38089761530735
1630,1,2011-07-19,93,78,86.0,72,76, ,0.0,2011,7,29,63.09840024026495
1631,2,2011-07-19,92,79,86.0,73,77,BR,0.0,2011,7,29,65.26647937639754
1632,1,2011-07-20,99,73,86.0,73,77,BR HZ,0.02,2011,7,29,65.26647937639754
1633,2,2011-07-20,100,77,89.0,73,77,TS,0.0,2011,7,29,59.33457151932831
1634,1,2011-07-21,99,75,87.0,70,76,TS,0.02,2011,7,29,57.10048521990853
1635,2,2011-07-21,101,82,92.0,72,77, ,0.0,2011,7,29,52.20978192408959
1636,1,2011-07-22,88,70,79.0,70,73,TS TSRA RA BR,1.55,2011,7,29,73.96706755032609
1637,2,2011-07-22,100,71,86.0,70,74,TS TSRA BR,0.14,2011,7,29,58.95081993498297
1638,1,2011-07-23,87,70,79.0,70,73,TS TSRA RA BR,6.86,2011,7,29,73.96706755032609
1639,2,2011-07-23,87,70,79.0,70,73,TSRA RA BR VCTS,0.04,2011,7,29,73.96706755032609
1640,1,2011-07-24,87,72,80.0,70,73,TS TSRA BR,0.18,2011,7,29,71.5791170727178
1641,2,2011-07-24,87,72,80.0,69,72,TS TSRA VCFG,0.02,2011,7,29,69.17177159414872
1642,1,2011-07-25,88,73,81.0,66,71, ,0.0,2011,7,30,60.365044075809024
1643,2,2011-07-25,90,73,82.0,67,71, ,0.01,2011,7,30,60.49182252972426
1644,1,2011-07-26,83,71,77.0,63,68, ,0.0,2011,7,30,61.99943468829765
1645,2,2011-07-26,85,72,79.0,62,68, ,0.01,2011,7,30,56.02762595228115
1646,1,2011-07-27,90,68,79.0,66,70,TS TSRA,0.71,2011,7,30,64.45122207118804
1647,2,2011-07-27,92,72,82.0,66,71,TS BR,0.005,2011,7,30,58.43191052377349
1648,1,2011-07-28,87,73,80.0,71,74,TSRA RA BR,0.7,2011,7,30,74.05962679431985
1649,2,2011-07-28,88,74,81.0,71,74,TS RA,0.005,2011,7,30,71.67834165799995
1650,1,2011-07-29,86,71,79.0,67,71,BR,0.7,2011,7,30,66.72333408930567
1651,2,2011-07-29,86,74,80.0,69,72,TSRA BR,0.36,2011,7,30,69.17177159414872
1652,1,2011-07-30,91,67,79.0,64,70, ,0.0,2011,7,30,60.109903291890774
1653,2,2011-07-30,91,68,80.0,65,71, ,0.0,2011,7,30,60.23773838781599
1654,1,2011-07-31,90,68,79.0,69,73, ,0.0,2011,7,30,71.47941063428179
1655,2,2011-07-31,91,73,82.0,69,73, ,0.0,2011,7,30,64.80371344799588
1656,1,2011-08-01,91,74,83.0,72,75, ,0.0,2011,8,31,69.48773766425711
1657,2,2011-08-01,91,76,84.0,71,75,BR HZ,0.0,2011,8,31,65.03611993661221
1658,1,2011-08-02,93,74,84.0,73,76, ,0.43,2011,8,31,69.59207368445797
1659,2,2011-08-02,93,74,84.0,73,77,TS TSRA HZ,0.28,2011,8,31,69.59207368445797
1660,1,2011-08-03,86,72,79.0,67,71, ,0.0,2011,8,31,66.72333408930567
1661,2,2011-08-03,87,73,80.0,66,71,BR,0.0,2011,8,31,62.370480849121655
1662,1,2011-08-04,84,69,77.0,66,69, ,0.0,2011,8,31,68.85131182953751
1663,2,2011-08-04,82,69,76.0,67,70, ,0.0,2011,8,31,73.68660279143874
1664,1,2011-08-05,83,69,76.0,68,71,RA,0.005,2011,8,31,76.27314774778017
1665,2,2011-08-05,84,70,77.0,68,71, ,0.005,2011,8,31,73.78055835142726
1666,1,2011-08-06,85,72,79.0,70,72,RA BR,0.18,2011,8,31,73.96706755032609
1667,2,2011-08-06,85,73,79.0,70,72,RA BR,0.69,2011,8,31,73.96706755032609
1668,1,2011-08-07,86,68,77.0,69,71,TSRA BR,0.75,2011,8,31,76.35931535226167
1669,2,2011-08-07,87,70,79.0,69,72,RA BR HZ,0.49,2011,8,31,71.47941063428179
1670,1,2011-08-08,80,68,74.0,67,69,RA BR,0.63,2011,8,32,78.7822278911767
1671,2,2011-08-08,80,69,75.0,67,70,TSRA RA BR,0.29,2011,8,32,76.18653608667044
1672,1,2011-08-09,80,64,72.0,61,66,BR,0.0,2011,8,32,68.30702534158651
1673,2,2011-08-09,82,66,74.0,61,66,BR,0.01,2011,8,32,63.85321833711421
1674,1,2011-08-10,77,61,69.0,54,61, ,0.0,2011,8,32,58.80195570405912
1675,2,2011-08-10,78,62,70.0,54,61, ,0.0,2011,8,32,56.82433111207962
1676,1,2011-08-11,81,57,69.0,54,61, ,0.0,2011,8,32,58.80195570405912
1677,2,2011-08-11,81,60,71.0,54,61, ,0.0,2011,8,32,54.92109027968242
1678,1,2011-08-12,81,60,71.0,59,64, ,0.0,2011,8,32,65.80525853476206
1679,2,2011-08-12,82,65,74.0,57,64, ,0.0,2011,8,32,55.34004418727664
1680,1,2011-08-13,83,62,73.0,64,66,RA,0.75,2011,8,32,73.4018982652604
1681,2,2011-08-13,84,66,75.0,63,66,TS TSRA GR RA BR,0.93,2011,8,32,66.2685023428559
1682,1,2011-08-14,75,62,69.0,60,63,RA,0.005,2011,8,32,73.01556312174712
1683,2,2011-08-14,75,62,69.0,60,63,RA,0.01,2011,8,32,73.01556312174712
1684,1,2011-08-15,82,57,70.0,55,62, ,0.0,2011,8,33,58.9352047117653
1685,2,2011-08-15,80,59,70.0,55,62, ,0.0,2011,8,33,58.9352047117653
1686,1,2011-08-16,85,61,73.0,58,64, ,0.0,2011,8,33,59.331653227294
1687,2,2011-08-16,83,63,73.0,56,63, ,0.0,2011,8,33,55.200930061577466
1688,1,2011-08-17,83,62,73.0,63,67, ,0.0,2011,8,33,70.87089690607739
1689,2,2011-08-17,83,65,74.0,61,67, ,0.0,2011,8,33,63.85321833711421
1690,1,2011-08-18,84,67,76.0,60,66, ,0.0,2011,8,33,57.63777364205565
1691,2,2011-08-18,85,71,78.0,62,67,HZ,0.0,2011,8,33,57.904610033841074
1692,1,2011-08-19,87,64,76.0,63,68, ,0.0,2011,8,33,64.09401267655079
1693,2,2011-08-19,86,67,77.0,62,68, ,0.0,2011,8,33,59.85263617264551
1694,1,2011-08-20,80,66,73.0,67,69,RA FG BR,1.11,2011,8,33,81.4777451389265
1695,2,2011-08-20,79,68,74.0,67,69,TSRA RA BR,0.39,2011,8,33,78.7822278911767
1696,1,2011-08-21,80,64,72.0,58,63,RA,0.005,2011,8,33,61.37030585532472
1697,2,2011-08-21,81,66,74.0,58,64,RA BR,0.01,2011,8,33,57.36879214984288
1698,1,2011-08-22,82,59,71.0,59,64, ,0.0,2011,8,34,65.80525853476206
1699,2,2011-08-22,82,61,72.0,59,64, ,0.0,2011,8,34,63.61027648899768
1700,1,2011-08-23,73,62,68.0,63,65,TSRA BR,0.65,2011,8,34,84.03221129472287
1701,2,2011-08-23,74,66,70.0,62,65,TSRA RA BR,0.4,2011,8,34,75.74671784055894
1702,1,2011-08-24,92,69,81.0,65,70,BR,0.0,2011,8,34,58.300877006286115
1703,2,2011-08-24,91,70,81.0,65,70, ,0.0,2011,8,34,58.300877006286115
1704,1,2011-08-25,83,64,74.0,59,64, ,0.0,2011,8,34,59.462710501950724
1705,2,2011-08-25,80,65,73.0,59,64, ,0.0,2011,8,34,61.497214552500836
1706,1,2011-08-26,83,59,71.0,58,63, ,0.0,2011,8,34,63.48799386001066
1707,2,2011-08-26,83,61,72.0,58,64, ,0.0,2011,8,34,61.37030585532472
1708,1,2011-08-27,81,64,73.0,62,66, ,0.0,2011,8,34,68.41691426823859
1709,2,2011-08-27,83,67,75.0,61,66, ,0.0,2011,8,34,61.74940279437605
1710,1,2011-08-28,77,61,69.0,57,61, ,0.0,2011,8,34,65.5704282115032
1711,2,2011-08-28,77,61,69.0,55,61, ,0.0,2011,8,34,60.98629282649291
1712,1,2011-08-29,79,59,69.0,56,62, ,0.0,2011,8,35,63.24179235088773
1713,2,2011-08-29,78,61,70.0,57,62, ,0.0,2011,8,35,63.365166672408776
1714,1,2011-08-30,76,61,69.0,56,62,RA,0.04,2011,8,35,63.24179235088773
1715,2,2011-08-30,79,64,72.0,54,61,RA,0.02,2011,8,35,53.08915754692025
1716,1,2011-08-31,87,65,76.0,64,68,RA,0.005,2011,8,35,66.38299221937822
1717,2,2011-08-31,88,65,77.0,64,69, ,0.05,2011,8,35,64.21361089200255
1718,1,2011-09-01,93,71,82.0,71,75, ,0.0,2011,9,35,69.38291043062716
1719,2,2011-09-01,94,74,84.0,70,75, ,0.0,2011,9,35,62.85783826357497
1720,1,2011-09-02,92,76,84.0,69,74,HZ,0.0,2011,9,35,60.74380642126103
1721,2,2011-09-02,94,79,87.0,69,74, ,0.005,2011,9,35,55.180084402745614
1722,1,2011-09-03,89,69,79.0,67,71,RA BR HZ,0.02,2011,9,35,66.72333408930567
1723,2,2011-09-03,87,71,79.0,68,71, ,0.15,2011,9,35,69.06545459318414
1724,1,2011-09-04,73,58,66.0,54,60, ,0.0,2011,9,35,65.21411080812129
1725,2,2011-09-04,74,60,67.0,55,61,RA,0.005,2011,9,35,65.33342986387333
1726,1,2011-09-05,65,52,59.0,45,52, ,0.0,2011,9,36,59.66991325554808
1727,2,2011-09-05,67,53,60.0,46,53, ,0.005,2011,9,36,59.80411012425675
1728,1,2011-09-06,66,51,59.0,46,52, ,0.0,2011,9,36,61.97738545522772
1729,2,2011-09-06,66,57,62.0,47,54, ,0.0,2011,9,36,57.853595808149635
1730,1,2011-09-07,70,52,61.0,47,54, ,0.0,2011,9,36,59.937731910787726
1731,2,2011-09-07,70,58,64.0,47,55, ,0.0,2011,9,36,53.92455233530137
1732,1,2011-09-08,75,57,66.0,53,59,RA,0.005,2011,9,36,62.868360727195515
1733,2,2011-09-08,74,62,68.0,54,59,RA DZ BR,0.06,2011,9,36,60.85718486364794
1734,1,2011-09-09,72,60,66.0,60,62,RA,0.02,2011,9,36,80.97766421415629
1735,2,2011-09-09,72,64,68.0,61,63,RA BR,0.11,2011,9,36,78.30173731848878
1736,1,2011-09-10,78,56,67.0,59,62,BR,0.0,2011,9,36,75.47731524435642
1737,2,2011-09-10,76,58,67.0,60,63,FG+ BR,0.01,2011,9,36,78.22015326882769
1738,1,2011-09-11,83,57,70.0,59,63,BR,0.0,2011,9,36,68.08568039805756
1739,2,2011-09-11,83,60,72.0,59,64,BR,0.0,2011,9,36,63.61027648899768
1740,1,2011-09-12,86,64,75.0,59,65, ,0.0,2011,9,37,57.503552015891614
1741,2,2011-09-12,86,64,75.0,59,65, ,0.0,2011,9,37,57.503552015891614
1742,1,2011-09-13,73,56,65.0,54,59,BR HZ FU,0.0,2011,9,37,67.52304382783947
1743,2,2011-09-13,76,58,67.0,55,61,HZ FU,0.0,2011,9,37,65.33342986387333
1744,1,2011-09-14,58,47,53.0,43,49,RA BR HZ FU,0.08,2011,9,37,68.70851465832256
1745,2,2011-09-14,60,48,54.0,45,51,RA BR HZ FU,0.005,2011,9,37,71.49519517060237
1746,1,2011-09-15,59,42,51.0,35,44, ,0.0,2011,9,37,54.11630588918709
1747,2,2011-09-15,60,44,52.0,36,45, ,0.0,2011,9,37,54.263976999396604
1748,1,2011-09-16,58,46,52.0,40,47, ,0.0,2011,9,37,63.48458878826907
1749,2,2011-09-16,59,48,54.0,38,47, ,0.0,2011,9,37,54.557575010333494
1750,1,2011-09-17,68,50,59.0,45,52, ,0.0,2011,9,37,59.66991325554808
1751,2,2011-09-17,69,52,61.0,44,52, ,0.0,2011,9,37,53.489222585624475
1752,1,2011-09-18,65,55,60.0,55,57,RA DZ BR,0.43,2011,9,37,83.52505989004503
1753,2,2011-09-18,66,56,61.0,54,57,RA DZ BR,0.34,2011,9,37,77.72137240852535
1754,1,2011-09-19,69,54,62.0,58,60,RA BR,0.24,2011,9,38,86.72073837571148
1755,2,2011-09-19,68,56,62.0,58,60,RA BR,0.41,2011,9,38,86.72073837571148
